시군구,연도,0~9,10~19,20~29,30~39,40~49,50~59
제주특별자치도 제주시,2022,41134,53141,59691,60624,81548,84403
제주특별자치도 제주시,2023,38632,52734,57044,59940,79832,85664
제주특별자치도 제주시,2024,35894,52541,54022,59840,77346,86449
제주특별자치도 제주시,2025,33370,52439,50997,59800,75595,86216
충청남도 (4400000000),2011,203983,267457,256970,320742,336357,297088
충청남도 (4400000000),2012,196796,250543,242134,309190,323325,295283
충청남도 (4400000000),2013,196979,244451,240680,306780,331271,305002
충청남도 (4400000000),2014,196099,237378,242365,300806,333778,313612
충청남도 (4400000000),2015,197236,229214,244233,296909,333108,318857
충청남도 (4400000000),2016,197206,222359,246298,294535,335721,324122
충청남도 (4400000000),2017,193878,218457,248359,292363,336528,330207
충청남도 (4400000000),2018,189024,213551,248443,288943,331657,338050
충청남도 (4400000000),2019,181907,208186,245737,279253,328355,341504
충청남도 (4400000000),2020,172628,202548,243200,268598,327791,340183
충청남도 (4400000000),2021,162726,200673,238297,259565,325419,340591
충청남도 (4400000000),2022,152498,202299,231139,253435,327001,341662
충청남도 (4400000000),2023,143771,202057,225658,251099,323996,350093
충청남도 (4400000000),2024,135316,201787,220268,252339,317999,353357
충청남도 (4400000000),2025,126480,202673,212177,252555,313704,352375
충청남도 계룡시,2011,5370,7764,4497,6962,8890,5105
충청남도 계룡시,2012,4955,7381,4365,6334,8726,5333
충청남도 계룡시,2013,4773,7102,4344,5968,8662,5456
충청남도 계룡시,2014,4615,6864,4353,5593,8611,5572
충청남도 계룡시,2015,4734,6889,4545,5667,8795,5806
충청남도 계룡시,2016,4723,6898,4750,5567,8928,6004
충청남도 계룡시,2017,4732,6959,4974,5526,9102,6309
충청남도 계룡시,2018,4532,6768,4982,5258,8825,6581
충청남도 계룡시,2019,4173,6534,4965,4816,8479,6784
충청남도 계룡시,2020,3863,6300,4903,4611,8393,6927
충청남도 계룡시,2021,3747,6229,4871,4650,8215,7224
충청남도 계룡시,2022,3661,6285,4753,4868,8339,7547
충청남도 계룡시,2023,3768,6278,4907,5418,8493,8055
충청남도 계룡시,2024,3525,6162,4744,5393,8168,8277
충청남도 계룡시,2025,3192,6086,4403,5246,7834,8307
충청남도 공주시,2011,9369,15272,15171,15296,19247,20464
충청남도 공주시,2012,8617,13918,13958,14314,17669,19901
충청남도 공주시,2013,8329,13303,13445,13862,17585,20321
충청남도 공주시,2014,7866,12195,13091,12793,16904,20357
충청남도 공주시,2015,7450,11150,12891,11936,16046,19991
충청남도 공주시,2016,7125,10465,12758,11437,15749,19593
충청남도 공주시,2017,6735,9736,12576,10866,15103,19397
충청남도 공주시,2018,6426,9212,12374,10585,14416,19415
충청남도 공주시,2019,6198,8737,12043,10114,13799,18979
충청남도 공주시,2020,5773,8159,11276,9489,13316,18445
충청남도 공주시,2021,5304,7911,10904,8926,12846,17853
충청남도 공주시,2022,4832,7971,10887,8564,12459,17344
충청남도 공주시,2023,4444,7880,10921,8314,11937,17149
충청남도 공주시,2024,4035,7850,10626,8303,11405,16770
충청남도 공주시,2025,3586,7676,10257,8035,10975,16224
충청남도 금산군,2011,4122,5681,5656,6484,7989,9331
충청남도 금산군,2012,4005,5503,5403,6321,7854,9428
충청남도 금산군,2013,3922,5416,5126,5984,7853,9602
충청남도 금산군,2014,3776,5187,5071,5623,7745,9588
충청남도 금산군,2015,3697,4974,4986,5359,7544,9619
충청남도 금산군,2016,3584,4776,4819,5083,7464,9634
충청남도 금산군,2017,3261,4744,4624,4722,7164,9548
충청남도 금산군,2018,3059,4600,4466,4436,6914,9469
충청남도 금산군,2019,2797,4486,4272,4128,6538,9323
충청남도 금산군,2020,2565,4289,4020,3765,6216,9087
충청남도 금산군,2021,2316,4102,3709,3362,5946,8856
충청남도 금산군,2022,2060,4079,3500,3186,5689,8764
충청남도 금산군,2023,1900,4043,3392,3136,5480,8817
충청남도 금산군,2024,1721,4051,3282,3067,5165,8654
충청남도 금산군,2025,1544,3933,3126,2941,4903,8390
충청남도 논산시,2011,9777,15763,14387,15477,18578,20760
충청남도 논산시,2012,9594,14692,14227,15179,18354,21139
충청남도 논산시,2013,9382,13944,13758,14715,18532,21347
충청남도 논산시,2014,9096,13291,13387,13920,18358,21457
충청남도 논산시,2015,9005,12817,13193,13443,17997,21293
충청남도 논산시,2016,8744,12037,13127,12884,17874,20993
충청남도 논산시,2017,8491,11498,12723,12453,17418,21010
충청남도 논산시,2018,8026,10905,12334,11928,16526,20852
충청남도 논산시,2019,7714,10333,11961,11453,15921,20439
충청남도 논산시,2020,7232,9806,11387,10764,15403,19703
충청남도 논산시,2021,6729,9433,10792,10191,14649,19240
충청남도 논산시,2022,6142,9164,10225,9854,14105,18822
충청남도 논산시,2023,5609,8866,9673,9286,13454,18684
충청남도 논산시,2024,5115,8598,8938,9185,12689,18409
충청남도 논산시,2025,4661,8319,8458,9065,12116,17963
충청남도 당진군,2011,15590,17171,17603,24159,23442,20989
충청남도 당진군,2012,15590,17171,17603,24159,23442,20989
충청남도 당진군,2013,15590,17171,17603,24159,23442,20989
충청남도 당진군,2014,15590,17171,17603,24159,23442,20989
충청남도 당진군,2015,15590,17171,17603,24159,23442,20989
충청남도 당진시,2011,16785,16564,17232,25124,25746,24327
충청남도 당진시,2012,16604,17036,17403,25572,23979,22069
충청남도 당진시,2013,17499,16951,17560,26279,25177,22894
충청남도 당진시,2014,17870,16802,17946,26445,25791,23750
충청남도 당진시,2015,18325,16375,18064,26384,25919,24246
충청남도 당진시,2016,18287,16087,18108,26218,26242,24668
충청남도 당진시,2017,17821,16008,17950,25690,26393,25085
충청남도 당진시,2018,17331,15940,17504,25148,26335,25601
충청남도 당진시,2019,16622,15816,16726,24078,26346,25949
충청남도 당진시,2020,15561,15687,16075,22827,26670,25934
충청남도 당진시,2021,14564,15832,15765,21689,27006,26634
충청남도 당진시,2022,13648,16155,15245,20844,27755,26974
충청남도 당진시,2023,12987,16497,14828,20560,28001,28202
충청남도 당진시,2024,12348,16779,14611,20538,27869,28810
충청남도 당진시,2025,11446,17082,14013,20509,27673,28867
충청남도 보령시,2011,8546,12545,11449,13827,16221,17193
충청남도 보령시,2012,8286,12088,10957,13365,15922,17565
충청남도 보령시,2013,8071,11694,10501,12909,16044,17764
충청남도 보령시,2014,7879,11105,10458,12239,15785,17997
충청남도 보령시,2015,7831,10591,10528,12039,15793,17896
충청남도 보령시,2016,7560,10039,10407,11497,15551,17812
충청남도 보령시,2017,7302,9598,10231,11131,15177,17750
충청남도 보령시,2018,6870,9123,10058,10685,14487,17779
충청남도 보령시,2019,6536,8669,9856,10069,14210,17611
충청남도 보령시,2020,6137,8295,9528,9461,13945,17212
충청남도 보령시,2021,5616,8043,9094,8848,13356,16641
충청남도 보령시,2022,5192,7825,8594,8436,12924,16330
충청남도 보령시,2023,4822,7615,7974,8068,12455,16428
충청남도 보령시,2024,4328,7330,7400,7708,11710,16156
충청남도 보령시,2025,3945,7076,6972,7460,11118,15817
충청남도 부여군,2011,4542,8214,7305,7177,9816,12752
충청남도 부여군,2012,4411,7804,7004,7005,9530,12923
충청남도 부여군,2013,4226,7462,6783,6678,9543,12977
충청남도 부여군,2014,4075,7006,6686,6262,9333,12842
충청남도 부여군,2015,3947,6617,6607,5922,9090,12647
충청남도 부여군,2016,3760,6107,6510,5660,8827,12322
충청남도 부여군,2017,3525,5763,6276,5389,8441,11933
충청남도 부여군,2018,3343,5389,6082,5136,8011,11764
충청남도 부여군,2019,3168,5047,5779,4747,7575,11411
충청남도 부여군,2020,2924,4674,5425,4402,7204,10858
충청남도 부여군,2021,2659,4438,5047,4103,6749,10268
충청남도 부여군,2022,2413,4271,4674,3818,6440,9872
충청남도 부여군,2023,2155,4072,4313,3648,6110,9763
충청남도 부여군,2024,1895,3932,3906,3531,5703,9388
충청남도 부여군,2025,1651,3833,3634,3449,5402,9078
충청남도 서산시,2011,16885,21763,17958,25171,26558,21812
충청남도 서산시,2012,17007,21362,17828,25133,26764,22719
충청남도 서산시,2013,17173,20878,18075,24967,27670,23765
충청남도 서산시,2014,17229,20293,18464,24526,27973,24573
충청남도 서산시,2015,17401,19650,19060,24346,28101,25448
충청남도 서산시,2016,17175,19052,19142,23754,28000,26024
충청남도 서산시,2017,16696,18663,19320,23262,27996,26635
충청남도 서산시,2018,16516,18333,19544,23303,27839,27696
충청남도 서산시,2019,16038,17784,19278,22847,27544,28250
충청남도 서산시,2020,15446,17252,19277,22123,27814,28370
충청남도 서산시,2021,14755,17111,18885,21597,27812,28792
충청남도 서산시,2022,13773,17174,18283,20897,27603,28960
충청남도 서산시,2023,12756,17021,17500,20495,26985,29821
충청남도 서산시,2024,11571,16891,16570,20027,26030,30008
충청남도 서산시,2025,10489,16878,15508,19566,25217,29735
충청남도 서천군,2011,3558,6067,5653,5868,7900,9894
충청남도 서천군,2012,3443,5796,5318,5707,7681,10008
충청남도 서천군,2013,3278,5521,5193,5470,7585,10133
충청남도 서천군,2014,3178,5213,5042,5130,7469,9962
충청남도 서천군,2015,3113,4839,4895,4892,7263,9688
충청남도 서천군,2016,2952,4527,4761,4600,7098,9528
충청남도 서천군,2017,2834,4229,4569,4354,6829,9376
충청남도 서천군,2018,2649,3933,4331,4087,6459,9130
충청남도 서천군,2019,2485,3684,4151,3776,6134,8835
충청남도 서천군,2020,2306,3487,3877,3465,5844,8503
충청남도 서천군,2021,2121,3322,3612,3196,5409,8196
충청남도 서천군,2022,2003,3177,3428,2985,5205,7958
충청남도 서천군,2023,1784,3085,3148,2953,4909,7830
충청남도 서천군,2024,1570,2962,2985,2834,4593,7651
충청남도 서천군,2025,1401,2797,2853,2770,4331,7433
충청남도 아산시,2011,35348,34549,37131,52984,43826,31893
충청남도 아산시,2012,36233,34261,36279,54396,45148,33776
충청남도 아산시,2013,36965,34339,36001,55081,47465,35284
충청남도 아산시,2014,37742,34441,36088,55535,49191,36947
충청남도 아산시,2015,38173,34045,35679,54869,50145,38309
충청남도 아산시,2016,38335,33838,35464,54475,51726,40026
충청남도 아산시,2017,38258,34290,36205,54949,53755,41950
충청남도 아산시,2018,36652,34218,36299,53379,54013,43713
충청남도 아산시,2019,35073,34343,36158,51021,54932,45321
충청남도 아산시,2020,32946,34460,36591,48420,56301,46289
충청남도 아산시,2021,31531,35511,37503,48272,58246,48416
충청남도 아산시,2022,30896,37298,37614,48659,61134,50193
충청남도 아산시,2023,30810,38366,38027,50783,62699,53020
충청남도 아산시,2024,30047,39188,38821,52189,63616,54994
충청남도 아산시,2025,28759,40510,37710,52387,64218,55937
충청남도 연기군,2011,7798,9367,10074,12651,12535,12486
충청남도 연기군,2012,7798,9367,10074,12651,12535,12486
충청남도 연기군,2013,7798,9367,10074,12651,12535,12486
충청남도 연기군,2014,7798,9367,10074,12651,12535,12486
충청남도 연기군,2015,7798,9367,10074,12651,12535,12486
충청남도 예산군,2011,5780,9479,9314,9665,12334,14636
충청남도 예산군,2012,5661,9074,8856,9443,12013,14962
충청남도 예산군,2013,5491,8673,8399,9010,12124,15032
충청남도 예산군,2014,5286,8200,8326,8567,12001,15229
충청남도 예산군,2015,5025,7595,8083,8024,11618,14880
충청남도 예산군,2016,4556,6921,7803,7312,11219,14551
충청남도 예산군,2017,4256,6559,7536,6961,10900,14318
충청남도 예산군,2018,4053,6269,7527,6794,10428,14387
충청남도 예산군,2019,3918,5962,7262,6463,9966,14204
충청남도 예산군,2020,3631,5656,6830,6130,9523,13677
충청남도 예산군,2021,3324,5436,6464,5766,9022,13015
충청남도 예산군,2022,3274,5425,6145,5939,9000,12865
충청남도 예산군,2023,3307,5510,5961,6233,8879,13156
충청남도 예산군,2024,3361,5455,5683,6523,8635,13049
충청남도 예산군,2025,3266,5495,5477,6597,8497,12847
