시군구,연도,0~9,10~19,20~29,30~39,40~49,50~59
경기도 화성시동부출장소,2022,0,0,0,0,0,0
경기도 화성시동부출장소,2023,0,0,0,0,0,0
경기도 화성시동부출장소,2024,0,0,0,0,0,0
경기도 화성시동부출장소,2025,0,0,0,0,0,0
경기도 화성시동탄출장소,2016,0,0,0,0,0,0
경기도 화성시동탄출장소,2017,0,0,0,0,0,0
경기도 화성시동탄출장소,2018,0,0,0,0,0,0
경기도 화성시동탄출장소,2019,0,0,0,0,0,0
경기도 화성시동탄출장소,2020,0,0,0,0,0,0
경기도 화성시동탄출장소,2021,0,0,0,0,0,0
경기도 화성시동탄출장소,2022,0,0,0,0,0,0
경기도 화성시동탄출장소,2023,0,0,0,0,0,0
경기도 화성시동탄출장소,2024,0,0,0,0,0,0
경기도 화성시동탄출장소,2025,0,0,0,0,0,0
경상남도 (4800000000),2011,319852,448239,401522,517772,576519,492810
경상남도 (4800000000),2012,319389,433187,392545,511254,573563,512964
경상남도 (4800000000),2013,317065,418456,389509,499756,582410,529511
경상남도 (4800000000),2014,316462,402689,391686,486893,585426,542595
경상남도 (4800000000),2015,317867,384287,394794,476814,580967,551878
경상남도 (4800000000),2016,315476,367662,397368,466247,574855,561503
경상남도 (4800000000),2017,307415,356902,397268,454065,566645,569852
경상남도 (4800000000),2018,296642,345897,394180,441235,552404,579597
경상남도 (4800000000),2019,285500,333957,387562,422681,543280,585420
경상남도 (4800000000),2020,268766,324214,378436,399558,536223,582448
경상남도 (4800000000),2021,250669,319461,362661,379886,527396,579779
경상남도 (4800000000),2022,229942,318924,341089,362225,519743,576029
경상남도 (4800000000),2023,211999,315947,322711,350135,505303,582857
경상남도 (4800000000),2024,195007,314142,305683,345727,489536,584759
경상남도 (4800000000),2025,178917,314631,288774,342312,475747,578976
경상남도 거제시,2011,29458,32448,29530,46347,40551,29923
경상남도 거제시,2012,30264,32192,28618,47017,41536,31356
경상남도 거제시,2013,30895,31843,28386,47531,43742,32599
경상남도 거제시,2014,31650,31368,28977,48267,45602,33848
경상남도 거제시,2015,33205,30595,29713,49739,46874,35075
경상남도 거제시,2016,33408,29864,28596,48893,47601,36141
경상남도 거제시,2017,32328,29490,26965,46289,47450,36608
경상남도 거제시,2018,30656,28905,25861,43235,46882,37480
경상남도 거제시,2019,28840,28309,25190,40075,47265,38452
경상남도 거제시,2020,26716,27963,24350,36640,47635,39273
경상남도 거제시,2021,24145,27952,22796,32802,47254,40041
경상남도 거제시,2022,21388,28222,21131,29168,46680,41057
경상남도 거제시,2023,18932,28353,20126,26157,46089,43042
경상남도 거제시,2024,16772,28574,19360,24367,45373,44612
경상남도 거제시,2025,14480,29023,18502,22702,44530,45264
경상남도 거창군,2011,4726,7971,6454,6873,9372,9807
경상남도 거창군,2012,4610,7732,6225,6746,9236,10104
경상남도 거창군,2013,4597,7432,6193,6512,9383,10283
경상남도 거창군,2014,4569,7201,6099,6274,9392,10448
경상남도 거창군,2015,4520,6853,6242,6117,9222,10564
경상남도 거창군,2016,4566,6576,6179,5954,9034,10679
경상남도 거창군,2017,4368,6234,6100,5764,8792,10698
경상남도 거창군,2018,4261,6015,6036,5641,8350,10823
경상남도 거창군,2019,3991,5888,6129,5303,8035,10753
경상남도 거창군,2020,3761,5720,5951,5008,7739,10581
경상남도 거창군,2021,3496,5818,5667,4755,7444,10294
경상남도 거창군,2022,3203,5672,5391,4549,7200,10070
경상남도 거창군,2023,2984,5660,5098,4442,7015,10191
경상남도 거창군,2024,2803,5666,4716,4481,6715,10144
경상남도 거창군,2025,2621,5570,4379,4515,6552,9866
경상남도 고성군,2011,3973,5660,5786,7077,8366,9299
경상남도 고성군,2012,3998,5459,5399,6949,8196,9458
경상남도 고성군,2013,3898,5236,5151,6618,8196,9567
경상남도 고성군,2014,3847,5032,4938,6247,8135,9624
경상남도 고성군,2015,3752,4759,4764,5951,7977,9578
경상남도 고성군,2016,3676,4471,4661,5684,7677,9572
경상남도 고성군,2017,3445,4363,4527,5247,7411,9548
경상남도 고성군,2018,3149,4214,4353,4835,7093,9525
경상남도 고성군,2019,2901,4172,4159,4340,6728,9338
경상남도 고성군,2020,2570,4157,3906,3850,6374,9135
경상남도 고성군,2021,2277,4058,3688,3408,6031,8946
경상남도 고성군,2022,1975,4030,3577,3204,5982,8883
경상남도 고성군,2023,1733,3935,3268,2950,5657,8766
경상남도 고성군,2024,1481,3833,2913,2692,5271,8508
경상남도 고성군,2025,1241,3796,2641,2528,4993,8209
경상남도 김해시,2011,59772,79990,58581,89125,100079,64855
경상남도 김해시,2012,59385,78145,59167,87484,101632,69371
경상남도 김해시,2013,59582,76585,60649,86405,104441,73455
경상남도 김해시,2014,59221,74204,62829,83761,105725,77073
경상남도 김해시,2015,58416,71345,64166,80399,105372,80421
경상남도 김해시,2016,56891,68658,65608,77481,104162,83551
경상남도 김해시,2017,54732,66974,67291,74935,102731,86880
경상남도 김해시,2018,52453,65146,68370,72978,100004,90848
경상남도 김해시,2019,52118,63248,69424,72893,99618,94675
경상남도 김해시,2020,49309,61269,69111,69554,98471,96955
경상남도 김해시,2021,45854,60101,66584,66222,96078,98718
경상남도 김해시,2022,42380,60114,63280,64010,94384,100174
경상남도 김해시,2023,39679,59421,60080,63334,91804,102716
경상남도 김해시,2024,36742,58893,56775,63537,88557,104154
경상남도 김해시,2025,34282,59085,54011,64389,86394,104579
경상남도 남해군,2011,2621,4999,4838,4441,6514,7963
경상남도 남해군,2012,2323,4536,4231,4023,6144,8009
경상남도 남해군,2013,2216,4187,4025,3733,6053,8034
경상남도 남해군,2014,2141,3985,3876,3492,5920,8118
경상남도 남해군,2015,2111,3745,3700,3268,5710,7976
경상남도 남해군,2016,2025,3475,3584,3063,5500,7966
경상남도 남해군,2017,1899,3296,3567,2921,5308,7843
경상남도 남해군,2018,1755,3081,3457,2830,5056,7742
경상남도 남해군,2019,1675,3168,3376,2654,4793,7639
경상남도 남해군,2020,1591,2937,3314,2467,4596,7345
경상남도 남해군,2021,1512,2831,3033,2302,4341,7121
경상남도 남해군,2022,1434,2698,2792,2264,4106,6828
경상남도 남해군,2023,1326,2587,2592,2156,3901,6689
경상남도 남해군,2024,1179,2517,2302,2052,3644,6550
경상남도 남해군,2025,1045,2734,2344,2144,3594,6680
경상남도 밀양시,2011,7168,12394,11665,12586,16509,19519
경상남도 밀양시,2012,7048,11805,11206,12227,16111,19795
경상남도 밀양시,2013,6848,11130,10930,11758,15967,20144
경상남도 밀양시,2014,6732,10533,10731,11226,15691,20338
경상남도 밀양시,2015,6774,9937,10495,11043,15307,20383
경상남도 밀양시,2016,6838,9373,10421,10950,14860,20505
경상남도 밀양시,2017,6626,9024,10183,10510,14308,20149
경상남도 밀양시,2018,6212,8634,9900,9999,13686,19824
경상남도 밀양시,2019,5936,8155,9540,9334,13281,19394
경상남도 밀양시,2020,5620,7829,9214,8907,12942,18736
경상남도 밀양시,2021,5235,7470,8620,8397,12627,18230
경상남도 밀양시,2022,4849,7361,8149,8072,12420,17859
경상남도 밀양시,2023,4468,7302,7587,7855,12018,17551
경상남도 밀양시,2024,4038,7134,7015,7706,11440,17145
경상남도 밀양시,2025,3641,6954,6580,7514,10992,16561
경상남도 사천남양출장소,2016,0,0,0,0,0,0
경상남도 사천남양출장소,2017,0,0,0,0,0,0
경상남도 사천남양출장소,2018,0,0,0,0,0,0
경상남도 사천남양출장소,2019,0,0,0,0,0,0
경상남도 사천남양출장소,2020,0,0,0,0,0,0
경상남도 사천남양출장소,2021,0,0,0,0,0,0
경상남도 사천남양출장소,2022,0,0,0,0,0,0
경상남도 사천남양출장소,2023,0,0,0,0,0,0
경상남도 사천남양출장소,2024,0,0,0,0,0,0
경상남도 사천남양출장소,2025,0,0,0,0,0,0
경상남도 사천시,2011,11062,13286,12184,18001,17742,17096
경상남도 사천시,2012,11278,12966,11810,18015,17904,17750
경상남도 사천시,2013,11496,12797,11583,17840,18722,18100
경상남도 사천시,2014,11276,12352,11436,17026,18971,18149
경상남도 사천시,2015,10936,11847,11397,15934,18811,18100
경상남도 사천시,2016,10640,11421,11390,15113,18687,18291
경상남도 사천시,2017,10202,11037,11484,14357,18528,18308
경상남도 사천시,2018,9597,10809,11560,13679,18378,18546
경상남도 사천시,2019,8779,10506,11108,12669,17926,18613
경상남도 사천시,2020,8130,10281,10769,11891,17752,18502
경상남도 사천시,2021,7638,10123,10300,11135,17382,18340
경상남도 사천시,2022,6993,10160,9865,10657,17089,18385
경상남도 사천시,2023,6459,10113,9646,10399,16593,18971
경상남도 사천시,2024,5849,10122,9256,10311,16008,19380
경상남도 사천시,2025,5329,10097,8895,10333,15292,19477
경상남도 산청군,2011,2075,3074,3056,3270,4960,6043
경상남도 산청군,2012,1998,3047,2953,3181,4825,6196
경상남도 산청군,2013,2004,2954,2838,3108,4907,6391
경상남도 산청군,2014,1957,2764,2798,2935,4835,6459
경상남도 산청군,2015,1956,2678,2760,2831,4724,6538
경상남도 산청군,2016,1878,2551,2840,2721,4514,6652
경상남도 산청군,2017,1805,2527,2933,2671,4314,6721
경상남도 산청군,2018,1673,2375,2809,2549,4040,6730
경상남도 산청군,2019,1523,2219,2648,2347,3694,6764
경상남도 산청군,2020,1329,2088,2469,2127,3509,6529
경상남도 산청군,2021,1175,2006,2261,1935,3291,6304
경상남도 산청군,2022,1098,1950,2087,1836,3149,6050
경상남도 산청군,2023,965,1895,1980,1749,2952,6079
경상남도 산청군,2024,895,1824,1773,1714,2697,5972
경상남도 산청군,2025,770,1717,1633,1637,2555,5719
경상남도 양산시,2011,29140,37505,31182,46587,50015,37075
경상남도 양산시,2012,29244,36619,31239,46144,50572,39341
경상남도 양산시,2013,30049,35899,32183,46953,52368,42017
경상남도 양산시,2014,31586,35550,34011,47822,54390,45181
경상남도 양산시,2015,32623,34726,35653,47704,55221,47480
경상남도 양산시,2016,34329,34382,38229,49622,56878,50762
경상남도 양산시,2017,36920,34949,40722,53408,59435,54322
경상남도 양산시,2018,37299,35098,41716,54221,59942,56725
경상남도 양산시,2019,36334,34370,41373,52213,60142,57931
경상남도 양산시,2020,34597,34280,40831,49219,60781,58726
경상남도 양산시,2021,32841,34631,39334,47338,61525,59617
경상남도 양산시,2022,30422,35387,36712,45279,61899,60058
경상남도 양산시,2023,28534,35755,34950,44329,61629,61518
경상남도 양산시,2024,26922,36595,33627,44827,61381,63136
경상남도 양산시,2025,25026,37512,32063,44801,60404,63570
경상남도 양산시웅상출장소,2016,0,0,0,0,0,0
경상남도 양산시웅상출장소,2017,0,0,0,0,0,0
경상남도 양산시웅상출장소,2018,0,0,0,0,0,0
경상남도 양산시웅상출장소,2019,0,0,0,0,0,0
경상남도 양산시웅상출장소,2020,0,0,0,0,0,0
경상남도 양산시웅상출장소,2021,0,0,0,0,0,0
경상남도 양산시웅상출장소,2022,0,0,0,0,0,0
경상남도 양산시웅상출장소,2023,0,0,0,0,0,0
경상남도 양산시웅상출장소,2024,0,0,0,0,0,0
경상남도 양산시웅상출장소,2025,0,0,0,0,0,0
경상남도 의령군,2011,1790,2536,2770,2952,3940,4815
경상남도 의령군,2012,1817,2499,2740,2951,3878,4976
경상남도 의령군,2013,1660,2317,2492,2664,3792,5064
경상남도 의령군,2014,1591,2208,2435,2565,3759,5053
경상남도 의령군,2015,1514,2086,2319,2347,3636,4893
경상남도 의령군,2016,1423,1943,2279,2228,3490,4870
경상남도 의령군,2017,1349,1829,2231,2129,3343,4835
경상남도 의령군,2018,1278,1750,2214,2085,3132,4897
경상남도 의령군,2019,1156,1633,2128,1930,2983,4798
경상남도 의령군,2020,1074,1522,2064,1744,2869,4657
경상남도 의령군,2021,986,1444,1826,1620,2685,4488
경상남도 의령군,2022,925,1415,1600,1586,2603,4371
경상남도 의령군,2023,838,1348,1461,1500,2421,4289
경상남도 의령군,2024,786,1307,1381,1476,2294,4195
경상남도 의령군,2025,686,1283,1294,1385,2153,4054
경상남도 장유출장소,2016,0,0,0,0,0,0
경상남도 장유출장소,2017,0,0,0,0,0,0
경상남도 장유출장소,2018,0,0,0,0,0,0
경상남도 장유출장소,2019,0,0,0,0,0,0
경상남도 장유출장소,2020,0,0,0,0,0,0
경상남도 장유출장소,2021,0,0,0,0,0,0
경상남도 장유출장소,2022,0,0,0,0,0,0
경상남도 장유출장소,2023,0,0,0,0,0,0
경상남도 장유출장소,2024,0,0,0,0,0,0
경상남도 장유출장소,2025,0,0,0,0,0,0
경상남도 진주시,2011,30677,48399,43221,48722,57492,50636
경상남도 진주시,2012,30530,47209,42564,48104,57347,52511
경상남도 진주시,2013,29980,45674,41961,46503,58229,53645
경상남도 진주시,2014,30588,44052,42430,45679,58857,54426
경상남도 진주시,2015,31591,41981,43502,45636,58990,55070
경상남도 진주시,2016,31733,40276,44205,45500,58720,55656
경상남도 진주시,2017,30744,38863,44706,44383,57722,56248
경상남도 진주시,2018,29994,37502,44680,43470,56216,56737
경상남도 진주시,2019,29583,36203,44857,42617,55190,57919
경상남도 진주시,2020,28396,35225,45143,41648,54298,57791
경상남도 진주시,2021,26794,34686,44515,40721,53267,57288
경상남도 진주시,2022,25042,34399,42465,39634,52242,56956
경상남도 진주시,2023,23456,33860,40929,38981,50492,57815
경상남도 진주시,2024,21820,33603,39503,39104,48719,57999
경상남도 진주시,2025,20552,33416,37469,39189,47148,57274
경상남도 창녕군,2011,3674,6161,6284,6687,9092,10839
경상남도 창녕군,2012,3774,5914,6111,6761,8931,11199
경상남도 창녕군,2013,3867,5766,6108,6638,8838,11496
경상남도 창녕군,2014,3825,5565,5997,6371,8680,11767
경상남도 창녕군,2015,3841,5449,5930,6269,8521,11774
경상남도 창녕군,2016,3840,5204,6000,6172,8248,11800
경상남도 창녕군,2017,3829,4967,5873,6018,8074,11721
경상남도 창녕군,2018,3715,4585,5661,5858,7659,11680
경상남도 창녕군,2019,3594,4260,5284,5562,7295,11324
경상남도 창녕군,2020,3213,4118,4929,5097,7108,10913
경상남도 창녕군,2021,2865,4016,4443,4672,6842,10635
경상남도 창녕군,2022,2555,3842,3896,4278,6500,10096
경상남도 창녕군,2023,2224,3771,3452,3932,6209,9943
경상남도 창녕군,2024,1999,3794,3106,3728,5868,9562
경상남도 창녕군,2025,1784,3727,2812,3602,5563,9145
경상남도 창원시,2011,34901,51839,49729,59479,66147,56081
경상남도 창원시,2012,34902,49433,48683,58944,64943,58386
경상남도 창원시,2013,34013,46953,47924,56701,64870,59888
경상남도 창원시,2014,33215,44419,47549,54411,64084,60822
경상남도 창원시,2015,33002,41675,47379,53044,62589,61423
경상남도 창원시,2016,32482,39272,47301,51463,61234,61789
경상남도 창원시,2017,31392,37633,46712,49849,59706,62162
경상남도 창원시,2018,30515,36126,45976,48824,57978,62937
경상남도 창원시,2019,29276,34540,44648,46700,56717,63022
경상남도 창원시,2020,27823,33242,43347,44669,55931,62169
경상남도 창원시,2021,26318,32711,41789,43312,55435,61601
경상남도 창원시,2022,24246,32606,39252,41731,54920,60509
경상남도 창원시,2023,22352,32266,36908,40435,53315,60601
경상남도 창원시,2024,20704,31894,34836,40008,51704,60218
경상남도 창원시,2025,19111,31875,32679,39619,50387,59008
경상남도 통영시,2011,14181,16616,16530,23160,22789,22418
경상남도 통영시,2012,14161,16058,15338,22589,22545,23044
경상남도 통영시,2013,14017,15687,14826,22133,23075,23445
경상남도 통영시,2014,14050,15127,14155,21580,23276,23506
경상남도 통영시,2015,13991,14651,13714,20734,23402,23488
경상남도 통영시,2016,13707,14118,13404,19793,23245,23309
경상남도 통영시,2017,12816,13779,12787,18370,22816,23215
경상남도 통영시,2018,11854,13493,12477,16983,22184,23276
경상남도 통영시,2019,10852,13103,11940,15589,21691,23095
경상남도 통영시,2020,9660,12848,11223,13820,21331,22474
경상남도 통영시,2021,8547,12671,10479,12323,20816,21988
경상남도 통영시,2022,7447,12653,9830,11023,20232,21601
경상남도 통영시,2023,6657,12388,9231,10226,19387,21778
경상남도 통영시,2024,5709,12319,8907,9414,18505,21786
경상남도 통영시,2025,4926,12199,8574,8872,17511,21743
경상남도 하동군,2011,3303,5616,5565,5570,7782,8828
경상남도 하동군,2012,2959,4946,4728,4957,7193,8678
경상남도 하동군,2013,2796,4710,4525,4572,7168,8882
경상남도 하동군,2014,2642,4459,4346,4167,7034,8784
경상남도 하동군,2015,2650,4380,4668,4102,7102,9005
경상남도 하동군,2016,2583,3986,4648,3926,6766,9055
경상남도 하동군,2017,2408,3715,4542,3666,6333,9070
경상남도 하동군,2018,2231,3455,4184,3420,5917,8872
경상남도 하동군,2019,2117,3137,3938,3102,5557,8860
경상남도 하동군,2020,1829,2883,3460,2784,4970,8429
경상남도 하동군,2021,1633,2673,3037,2529,4549,8031
경상남도 하동군,2022,1458,2550,2715,2361,4243,7709
경상남도 하동군,2023,1355,2397,2490,2257,3860,7554
경상남도 하동군,2024,1199,2292,2241,2131,3612,7410
경상남도 하동군,2025,1074,2179,2027,2121,3325,7132
경상남도 함안군,2011,6005,7525,6700,9287,10531,10754
경상남도 함안군,2012,5957,7423,6572,9047,10620,11124
경상남도 함안군,2013,5896,7222,6526,8758,10746,11421
경상남도 함안군,2014,6003,7103,6718,8602,10865,11718
경상남도 함안군,2015,6104,6884,6658,8355,10899,11786
경상남도 함안군,2016,5920,6703,6550,7932,10788,11916
경상남도 함안군,2017,5568,6437,6518,7394,10493,11822
경상남도 함안군,2018,5053,6262,6276,6919,10080,11721
경상남도 함안군,2019,4618,6183,5905,6337,9704,11523
경상남도 함안군,2020,4098,5939,5523,5615,9386,11269
경상남도 함안군,2021,3586,5756,5058,5011,8880,11003
경상남도 함안군,2022,3175,5695,4659,4651,8513,10879
경상남도 함안군,2023,2795,5523,4355,4336,8112,10841
경상남도 함안군,2024,2438,5352,4006,4075,7576,10669
경상남도 함안군,2025,2083,5241,3644,3838,7138,10381
경상남도 함양군,2011,2798,4228,3570,4056,5748,6518
경상남도 함양군,2012,2709,4110,3385,3871,5640,6569
경상남도 함양군,2013,2668,4033,3249,3704,5698,6771
경상남도 함양군,2014,2605,3888,3241,3507,5661,6872
경상남도 함양군,2015,2541,3651,3208,3407,5464,6826
경상남도 함양군,2016,2378,3500,3275,3245,5318,6877
경상남도 함양군,2017,2205,3414,3263,3110,5168,6966
경상남도 함양군,2018,2091,3299,3322,2983,4956,7051
경상남도 함양군,2019,1943,3124,3300,2776,4650,7122
경상남도 함양군,2020,1804,2971,3096,2626,4387,6941
경상남도 함양군,2021,1695,2786,2892,2427,4100,6742
경상남도 함양군,2022,1532,2753,2619,2282,3948,6560
경상남도 함양군,2023,1376,2686,2413,2156,3666,6467
경상남도 함양군,2024,1229,2554,2197,2063,3425,6347
경상남도 함양군,2025,1111,2521,2007,1975,3257,6124
경상남도 합천군,2011,2725,4315,4419,4593,6597,8179
경상남도 합천군,2012,2627,4227,4211,4357,6423,8324
경상남도 합천군,2013,2556,4124,4112,4222,6476,8532
경상남도 합천군,2014,2535,4042,4023,4138,6380,8766
경상남도 합천군,2015,2335,3694,3769,3846,5969,8653
경상남도 합천군,2016,2194,3346,3597,3581,5666,8535
경상남도 합천군,2017,1994,3106,3439,3346,5301,8411
경상남도 합천군,2018,1826,2896,3375,3078,4896,8309
경상남도 합천군,2019,1712,2659,3320,2841,4578,8154
경상남도 합천군,2020,1599,2457,3043,2553,4283,7684
경상남도 합천군,2021,1437,2305,2761,2354,3980,7191
경상남도 합천군,2022,1329,2205,2564,2178,3793,6967
경상남도 합천군,2023,1163,2155,2328,2071,3554,6843
경상남도 합천군,2024,1034,2082,2097,2024,3340,6536
경상남도 합천군,2025,933,1953,1863,1909,3184,6174
경상북도 (4700000000),2011,228029,328739,328074,383977,438250,421404
경상북도 (4700000000),2012,226899,316082,319091,377505,434041,433173
경상북도 (4700000000),2013,224312,304539,314302,367719,435125,442666
경상북도 (4700000000),2014,222679,291169,312801,356199,433992,451711
경상북도 (4700000000),2015,223394,277327,311383,347557,428513,456781
경상북도 (4700000000),2016,222272,264658,308303,339593,421947,460007
경상북도 (4700000000),2017,215451,254396,305390,329087,414254,461486
경상북도 (4700000000),2018,207609,245099,300125,319542,399573,467650
경상북도 (4700000000),2019,200184,235748,294550,306807,391533,465268
경상북도 (4700000000),2020,189561,225924,284163,291117,383508,459662
경상북도 (4700000000),2021,178515,221964,276021,279475,377180,454427
경상북도 (4700000000),2022,165119,220579,261320,268368,369977,449269
경상북도 (4700000000),2023,151926,217311,248255,259154,357366,444707
경상북도 (4700000000),2024,140258,215753,235821,255763,344000,441289
경상북도 (4700000000),2025,128817,215139,220603,252742,333006,433655
경상북도 경산시,2011,23529,29912,31760,40881,41438,35405
경상북도 경산시,2012,23510,29222,31846,40144,41932,36949
경상북도 경산시,2013,23374,28525,32034,39309,42673,38149
경상북도 경산시,2014,23170,27668,33343,38842,43777,40083
경상북도 경산시,2015,23291,26495,34155,38256,43807,41054
경상북도 경산시,2016,23519,25346,34602,37297,43475,41707
경상북도 경산시,2017,22907,24757,35146,36273,42913,42570
경상북도 경산시,2018,22362,24018,35598,35636,41961,43982
경상북도 경산시,2019,21681,23434,35849,34705,41832,44492
경상북도 경산시,2020,20476,22700,36229,33192,41568,44853
경상북도 경산시,2021,19729,22857,36271,32967,41676,45856
경상북도 경산시,2022,18271,22925,35879,31913,40818,46022
경상북도 경산시,2023,16781,22718,35159,30931,39488,46646
경상북도 경산시,2024,15545,22791,34957,30912,38008,46807
경상북도 경산시,2025,14439,22909,33118,30509,36603,46113
경상북도 경주시,2011,21261,33178,30476,36907,44886,41988
경상북도 경주시,2012,20769,31742,29751,35305,44345,43446
경상북도 경주시,2013,20196,30265,29510,33911,44260,44460
경상북도 경주시,2014,19611,28631,29526,31989,43890,45187
경상북도 경주시,2015,19309,26987,29378,30395,42917,45554
경상북도 경주시,2016,19058,25591,29430,29344,41999,46110
경상북도 경주시,2017,18308,24386,29084,28187,40763,46401
경상북도 경주시,2018,17582,23227,28789,27546,38847,47328
경상북도 경주시,2019,16942,22060,27997,26584,37811,47073
경상북도 경주시,2020,16196,20836,26921,25460,36687,46852
경상북도 경주시,2021,15375,20189,25692,24522,35744,46590
경상북도 경주시,2022,14375,19958,23927,23745,34699,46206
경상북도 경주시,2023,13413,19526,22860,23061,33201,46090
경상북도 경주시,2024,12335,19096,21368,22902,31353,45805
경상북도 경주시,2025,11574,18886,20315,23095,30303,45011
경상북도 고령군,2011,2410,3246,3553,4321,5513,6034
경상북도 고령군,2012,2381,3091,3503,4132,5405,6142
경상북도 고령군,2013,2362,2960,3337,3926,5368,6330
경상북도 고령군,2014,2361,2842,3189,3710,5299,6458
경상북도 고령군,2015,2340,2686,3059,3418,5091,6488
경상북도 고령군,2016,2190,2588,2995,3246,4868,6507
경상북도 고령군,2017,2011,2467,2960,3018,4639,6454
경상북도 고령군,2018,1809,2313,2872,2741,4342,6400
경상북도 고령군,2019,1623,2174,2798,2561,4090,6147
경상북도 고령군,2020,1418,2041,2541,2265,3822,5899
경상북도 고령군,2021,1316,1908,2302,2055,3550,5716
경상북도 고령군,2022,1166,1847,2194,1933,3453,5570
경상북도 고령군,2023,1068,1770,2066,1842,3242,5534
경상북도 고령군,2024,966,1710,1892,1901,3106,5480
경상북도 고령군,2025,865,1657,1742,1852,2897,5257
경상북도 구미시,2011,48057,63494,64588,78534,75457,46755
경상북도 구미시,2012,48201,61317,63780,78431,76163,50329
경상북도 구미시,2013,47550,59384,63445,77557,77120,53575
경상북도 구미시,2014,47287,56883,63782,75603,77166,56662
경상북도 구미시,2015,47110,54063,63208,73982,76540,59387
경상북도 구미시,2016,46975,51972,61662,72600,76311,61669
경상북도 구미시,2017,46188,50148,61187,72014,76096,64045
경상북도 구미시,2018,44869,48831,59997,70842,74477,67005
경상북도 구미시,2019,43510,46848,58590,68344,73569,68769
경상북도 구미시,2020,41366,44917,56651,65718,73143,69803
경상북도 구미시,2021,38692,44170,54463,62965,72728,70065
경상북도 구미시,2022,35389,44256,51732,60328,72191,70291
경상북도 구미시,2023,32574,43706,49373,58854,71465,71204
경상북도 구미시,2024,30173,43884,46816,58341,70586,71761
경상북도 구미시,2025,27641,44561,43985,57715,69918,71710
경상북도 군위군,2011,935,1756,2038,2055,3194,4413
경상북도 군위군,2012,917,1641,2038,1949,3050,4435
경상북도 군위군,2013,938,1562,2038,1889,2983,4500
경상북도 군위군,2014,918,1435,2015,1867,2836,4575
경상북도 군위군,2015,933,1377,1904,1746,2702,4640
경상북도 군위군,2016,924,1288,1851,1727,2606,4613
경상북도 군위군,2017,893,1197,1805,1719,2499,4655
경상북도 군위군,2018,792,1119,1788,1590,2388,4669
경상북도 군위군,2019,751,1039,1712,1517,2284,4557
경상북도 군위군,2020,681,961,1522,1309,2159,4312
경상북도 군위군,2021,605,919,1379,1206,2006,4154
경상북도 군위군,2022,590,897,1348,1261,1922,4112
경상북도 군위군,2023,746,1127,1643,1506,2340,4378
경상북도 군위군,2024,746,1127,1643,1506,2340,4378
경상북도 군위군,2025,746,1127,1643,1506,2340,4378
경상북도 김천시,2011,10470,16376,16128,17346,21050,21931
경상북도 김천시,2012,10468,15496,15622,17094,20632,22187
경상북도 김천시,2013,10397,14825,15295,16591,20552,22589
경상북도 김천시,2014,10451,14250,15176,16104,20580,22866
경상북도 김천시,2015,11168,13859,15786,17091,21119,23592
경상북도 김천시,2016,11713,13339,15906,17355,21106,23965
경상북도 김천시,2017,11654,13025,15961,17064,20923,24026
경상북도 김천시,2018,11254,12514,15304,16413,20054,24233
경상북도 김천시,2019,10992,12238,15142,15969,19668,24045
경상북도 김천시,2020,10437,12245,14620,15142,19401,23907
경상북도 김천시,2021,9980,12209,14146,14498,19216,23564
경상북도 김천시,2022,9358,12281,13284,14095,19001,23274
경상북도 김천시,2023,8635,12176,12473,13607,18464,22980
경상북도 김천시,2024,7910,12009,11564,13342,17696,22719
경상북도 김천시,2025,7309,11949,10601,13066,17231,22374
경상북도 문경시,2011,5229,8308,8240,8554,10786,13153
경상북도 문경시,2012,5097,8103,7653,8328,10516,13174
경상북도 문경시,2013,5052,7902,7415,8083,10363,13304
경상북도 문경시,2014,5085,7621,7215,7901,10395,13482
경상북도 문경시,2015,5145,7443,7045,7671,10259,13337
경상북도 문경시,2016,4968,6926,6730,7277,10036,13026
경상북도 문경시,2017,4655,6455,6524,6821,9634,12704
경상북도 문경시,2018,4309,6142,6206,6433,9151,12479
경상북도 문경시,2019,4178,5949,6373,6210,9014,12400
경상북도 문경시,2020,4072,5580,6207,5726,8787,12037
경상북도 문경시,2021,3827,5427,6140,5416,8563,11824
경상북도 문경시,2022,3566,5325,5928,5191,8360,11599
경상북도 문경시,2023,3241,5160,5438,4958,7841,11285
경상북도 문경시,2024,2924,5004,4973,4655,7410,11015
경상북도 문경시,2025,2515,4840,4491,4351,6905,10697
경상북도 봉화군,2011,2039,2809,3041,3175,4632,6150
경상북도 봉화군,2012,1994,2733,2849,3088,4370,6272
경상북도 봉화군,2013,1997,2654,2669,3022,4327,6400
경상북도 봉화군,2014,2004,2549,2629,2894,4309,6465
경상북도 봉화군,2015,1983,2406,2538,2697,4183,6435
경상북도 봉화군,2016,1850,2311,2444,2678,4031,6374
경상북도 봉화군,2017,1772,2194,2413,2484,3851,6306
경상북도 봉화군,2018,1674,2110,2307,2357,3606,6248
경상북도 봉화군,2019,1532,1982,2184,2147,3415,6007
경상북도 봉화군,2020,1385,1867,2008,1944,3231,5769
경상북도 봉화군,2021,1227,1803,1820,1752,3024,5526
경상북도 봉화군,2022,1078,1721,1705,1611,2862,5169
경상북도 봉화군,2023,971,1718,1589,1496,2723,4992
경상북도 봉화군,2024,844,1685,1397,1415,2491,4819
경상북도 봉화군,2025,748,1668,1274,1368,2291,4600
경상북도 상주시,2011,6814,11059,10854,10861,14881,17881
